ticker,name,price,marketcap,volume,volumeavg,priceopen,low,high,close,change,changepct,closeyest,date,high52,low52,beta,shares,pe,eps,sector,industry,description,exchange,ceo,country,ipodate,isEtf,isFund,isActive,web_url,image,currency,employees,city,state,phone,address,dividend_yield,fetched_at
VICI,VICI Properties Inc.,28.21,30375966720,5658425,8717460,28.41,28.0709,28.5,28.21,-0.33999999999999986,-1.1909,28.55,2026-05-13,34.01,26.55,0.696,1076780187,9.660958,2.92,Real Estate,REIT - Diversified,"VICI Properties Inc. is an S&P 500 experiential real estate investment trust that owns one of the largest portfolios of market-leading gaming, hospitality, wellness, entertainment and leisure destinations, including Caesars Palace Las Vegas, MGM Grand and the Venetian Resort Las Vegas, three of the most iconic entertainment facilities on the Las Vegas Strip. VICI Properties owns 93 experiential assets across a geographically diverse portfolio consisting of 54 gaming properties and 39 other experiential properties across the United States and Canada. The portfolio is comprised of approximately 127 million square feet and features approximately 60,300 hotel rooms and over 500 restaurants, bars, nightclubs and sportsbooks. Its properties are occupied by industry-leading gaming, leisure and hospitality operators under long-term, triple-net lease agreements. VICI Properties has a growing array of real estate and financing partnerships with leading developers and operators in other experient",NYQ,Mr. Edward Baltazar Pitoniak,United States,,FALSE,FALSE,TRUE,https://www.viciproperties.com,,USD,28,New York,NY,646 949 4631,535 Madison Avenue,6.24,2026-05-13T22:58:54
SPY,State Street SPDR S&P 500 ETF Trust,742.31,735060819968,37500556,75096036,738.47,735.47,743.89,742.31,4.1299999999999955,0.5595,738.18,2026-05-13,743.89,575.6,1.0,917782016,27.8863,,,,"The trust seeks to achieve its investment objective by holding a portfolio of the common stocks that are included in the index (the “Portfolio”), with the weight of each stock in the Portfolio substantially corresponding to the weight of such stock in the index.",PCX,,,,TRUE,FALSE,TRUE,,,USD,,,,,,1.03,2026-05-13T22:58:54
QQQ,Invesco QQQ Trust,714.71,440257380352,37316154,57913513,709.82,704.83,716.65,714.71,7.470000000000027,1.0562,707.24,2026-05-13,716.65,505.58,1.18,393100000,34.864555,,,,"To maintain the correspondence between the composition and weights of the securities in the trust (the ""securities"") and the stocks in the NASDAQ-100 Index®, the adviser adjusts the securities from time to time to conform to periodic changes in the identity and/or relative weights of index securities. The composition and weighting of the securities portion of a portfolio deposit are also adjusted to conform to changes in the index.",NGM,,,,TRUE,FALSE,TRUE,,,USD,,,,,,0.42,2026-05-13T22:58:54
DIA,State Street SPDR Dow Jones Industrial Average ETF Trust,497.14,42719600640,3169262,6004108,496.16,494.635,497.61,497.14,-0.75,-0.1506,497.89,2026-05-13,505.3,413.83,0.87,81242896,23.736938,,,,"The Trust’s Portfolio consists of substantially all of the component common stocks that comprise the DJIA, which are weighted in accordance with the terms of the Trust Agreement.",PCX,,,,TRUE,FALSE,TRUE,,,USD,,,,866.787.2257,,1.42,2026-05-13T22:58:54
IWM,iShares Russell 2000 ETF,282.67,76877807616,20071807,39376181,282.92,279.93,283.56,282.67,0.10000000000002274,0.0354,282.57,2026-05-13,287.58,199.65,1.3,281049984,19.451193,,,,"The fund generally invests at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index (i.e., depositary receipts representing securities of the underlying index) and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents.",PCX,,,,TRUE,FALSE,TRUE,,,USD,,,,415-670-2000,,0.91,2026-05-13T22:58:54
VOO,Vanguard S&P 500 ETF,682.41,1600156336128,4409512,9599050,678.9,676.25,683.875,682.41,3.740000000000009,0.5511,678.67,2026-05-13,683.875,529.11,1.0,,29.463137,,,,"The fund manager employs an indexing investment approach designed to track the performance of the Standard & Poor's 500 Index, a widely recognized benchmark of U.S. stock market performance that is dominated by the stocks of large U.S. companies. The advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index. The fund is non-diversified.",PCX,,,,TRUE,FALSE,TRUE,,,USD,,,,800-523-1036,,1.08,2026-05-13T22:58:54
VTI,Vanguard Total Stock Market Index Fund ETF Shares,364.71,2202624327680,3300954,4975668,363.22,361.37,365.4,364.71,1.919999999999959,0.5292,362.79,2026-05-13,365.4,283.0,1.03,743262976,28.528008,,,,"The fund manager employs an indexing investment approach designed to track the performance of the CRSP U.S. Total Market Index (the “Target Index”), which represents 100% of the investable U.S. stock market, as determined by the index provider. Under normal circumstances, the fund invests at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in the stocks that make up the target index.",PCX,,,,TRUE,FALSE,TRUE,,,USD,,,,800-523-1036,,1.06,2026-05-13T22:58:54
XLK,State Street Technology Select Sector SPDR ETF,176.85,103332429824,9154120,14892181,177.27,174.28,177.735,176.85,1.6500000000000057,0.9418,175.2,2026-05-13,178.3,112.55,1.26,272056000,38.75489,,,,"In seeking to track the performance of the index, the fund employs a replication strategy, which means that the fund typically invests in substantially all of the securities represented in the index in approximately the same proportions as the index. It generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The fund is non-diversified.",PCX,,,,TRUE,FALSE,TRUE,,,USD,,,,,,0.48,2026-05-13T22:58:54
XLF,State Street Financial Select Sector SPDR ETF,50.99,51460583424,33350233,48830275,51.14,50.955,51.325,50.99,-0.5899999999999963,-1.1439,51.58,2026-05-13,56.52,47.67,0.85,883444992,16.44748,,,,"The fund generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes companies that have been identified as Financial companies by the Global Industry Classification Standard, including securities of companies from the following industries: financial services; insurance; banks; capital markets; mortgage real estate investment trusts; and consumer finance. The fund is non-diversified.",PCX,,,,TRUE,FALSE,TRUE,,,USD,,,,,,1.52,2026-05-13T22:58:54
XLV,State Street Health Care Select Sector SPDR ETF,146.71,37880406016,15556110,12442585,145.32,145.13,146.97,146.71,0.8600000000000136,0.5896,145.85,2026-05-13,160.59,127.35,0.58,197415008,27.043375,,,,"In seeking to track the performance of the index, the fund employs a replication strategy. It generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes companies from the following industries: pharmaceuticals; health care equipment & supplies; health care providers & services; biotechnology; life sciences tools & services; and health care technology. The fund is non-diversified.",PCX,,,,TRUE,FALSE,TRUE,,,USD,,,,,,1.72,2026-05-13T22:58:54
XLE,State Street Energy Select Sector SPDR ETF,57.63,41394286592,22556470,55200661,57.47,56.96,57.71,57.63,0.060000000000002274,0.1042,57.57,2026-05-13,63.46,40.36,0.12,186424000,20.952847,,,,"In seeking to track the performance of the index, the fund employs a replication strategy. It generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes companies that have been identified as Energy companies by the GICS®, including securities of companies from the following industries: oil, gas and consumable fuels; and energy equipment and services. It is non-diversified.",PCX,,,,TRUE,FALSE,TRUE,,,USD,,,,,,2.5,2026-05-13T22:58:54
XLI,State Street Industrial Select Sector SPDR ETF,173.62,30091372544,6056037,12166155,174.24,172.52,174.57,173.62,-0.7299999999999898,-0.4187,174.35,2026-05-13,179.31,139.63,1.15,136626000,30.000032,,,,"Under normal market conditions, the fund generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes companies that have been identified as Industrial companies by the Global Industry Classification Standard, including securities of companies from the following industries: aerospace and defense; industrial conglomerates; marine transportation. It is non-diversified.",PCX,,,,TRUE,FALSE,TRUE,,,USD,,,,,,1.17,2026-05-13T22:58:54
XLP,State Street Consumer Staples Select Sector SPDR ETF,84.72,14545357824,10058853,16489270,84.2,84.15,85.255,84.72,0.28000000000000114,0.3316,84.44,2026-05-13,90.14,75.16,0.6,210172000,25.693249,,,,"In seeking to track the performance of the index, the fund employs a replication strategy. It generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes companies that have been identified as Consumer Staples companies by the GICS®. It is non-diversified.",PCX,,,,TRUE,FALSE,TRUE,,,USD,,,,,,2.58,2026-05-13T22:58:54
XLY,State Street Consumer Discretionary Select Sector SPDR ETF,118.72,23127506944,4419227,10191476,118.06,117.45,119.23,118.72,0.4299999999999926,0.3635,118.29,2026-05-13,125.01,103.855,1.18,120253000,30.527279,,,,"The Advisor employs a replication strategy. The fund generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes companies that have been identified as Consumer Discretionary companies by the Global Industry Classification Standard (GICS®). It is non-diversified.",PCX,,,,TRUE,FALSE,TRUE,,,USD,,,,,,0.75,2026-05-13T22:58:54
XLU,State Street Utilities Select Sector SPDR ETF,44.67,24051787776,27237323,24903800,44.8,44.36,44.8153,44.67,-0.519999999999996,-1.1507,45.19,2026-05-13,47.8,39.055,0.58,163274000,21.684523,,,,"In seeking to track the performance of the index, the fund employs a replication strategy. It generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes securities of companies from the following industries: electric utilities; water utilities; multi-utilities; independent power and renewable electricity producers; and gas utilities. The fund is non-diversified.",PCX,,,,TRUE,FALSE,TRUE,,,USD,,,,,,2.54,2026-05-13T22:58:54
XLB,State Street Materials Select Sector SPDR ETF,52.06,7311751168,8336570,14149720,52.13,52.02,52.51,52.06,-0.0799999999999983,-0.1534,52.14,2026-05-13,54.14,42.035,0.95,71923696,26.292255,,,,"In seeking to track the performance of the index, the fund employs a replication strategy. It generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes securities of companies from the following industries: chemicals; metals and mining; paper and forest products; containers and packaging; and construction materials. The fund is non-diversified.",PCX,,,,TRUE,FALSE,TRUE,,,USD,,,,,,1.7,2026-05-13T22:58:54
